Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartDateTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.464294900,6.8180,6.8180,0.0000,0.1096,6.8060,0.1717,6.6343,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.471112900,4.4514,4.4514,0.0000,0.1025,4.4799,0.2054,4.2745,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.475564300,1.4676,1.4676,0.0000,0.1354,1.3700,0.0717,1.2983,1.7235,17.4635,-0.0338,1996.4841,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.477031900,4.5631,4.5631,0.0000,0.0378,4.7215,0.4337,4.2878,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.481595000,7.1685,7.1685,0.0000,0.2005,7.0714,0.1749,6.8965,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.488763500,5.6272,5.6272,0.0000,0.1084,5.5849,0.1201,5.4648,5.9878,16.3175,-4.2643,2009.6833,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.494390700,0.3093,0.3093,0.0000,0.0661,0.3915,0.3915,0.0000,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.494700000,6.2353,6.2353,0.0000,0.1538,6.1478,0.1697,5.9781,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.500935300,5.5210,5.5210,0.0000,0.0707,5.8441,0.5395,5.3046,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.506456300,4.3569,4.3569,0.0000,0.3957,4.0051,0.0855,3.9196,4.6125,16.2189,1.3753,2027.3761,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.510813200,2.4317,2.4317,0.0000,0.0439,2.6104,0.4643,2.1461,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.513244900,6.1951,6.1951,0.0000,0.2247,6.0373,0.1761,5.8612,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.519440000,5.5297,5.5297,0.0000,0.0724,5.6487,0.3154,5.3333,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.524969700,2.0386,2.0386,0.0000,0.1962,1.9048,0.1128,1.7920,2.3180,16.8657,2.2945,2045.8895,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.527008300,3.9539,3.9539,0.0000,0.0624,4.0410,0.4100,3.6310,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.530962200,6.0190,6.0190,0.0000,0.1523,5.9752,0.2075,5.7677,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.536981200,6.1533,6.1533,0.0000,0.1155,6.2309,0.3282,5.9027,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.543134500,0.7713,0.7713,0.0000,0.1985,0.6129,0.0767,0.5362,1.0189,17.5035,1.2991,2064.0543,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.543905800,5.0939,5.0939,0.0000,0.0401,5.2246,0.4401,4.7845,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.548999700,6.5317,6.5317,0.0000,0.1751,6.4497,0.1732,6.2765,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.555531400,5.6430,5.6430,0.0000,0.0970,5.5885,0.0878,5.5007,6.1255,15.2538,-5.1066,2076.4512,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.561174400,0.1468,0.1468,0.0000,0.0425,0.2032,0.2032,0.0000,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.561321200,6.8554,6.8554,0.0000,0.0989,6.8538,0.3563,6.4975,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.568176600,5.0012,5.0012,0.0000,0.1007,5.1651,0.3580,4.8071,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.573177800,3.4731,3.4731,0.0000,0.2677,3.2488,0.0834,3.1654,3.7329,17.6156,2.3926,2094.0976,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.576650900,3.0452,3.0452,0.0000,0.0434,3.0910,0.3306,2.7604,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.579696100,5.6218,5.6218,0.0000,0.0931,5.8541,0.4067,5.4474,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.585317900,6.4427,6.4427,0.0000,0.3275,6.2254,0.1791,6.0463,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.591760600,2.5012,2.5012,0.0000,0.1138,2.4322,0.0825,2.3497,2.7657,14.5097,0.9672,2112.6804,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.594261800,2.4759,2.4759,0.0000,0.0448,2.5910,0.3762,2.2148,14.7742,2.1272,-12.0085,2115.1816,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.596737700,6.2011,6.2011,0.0000,0.1638,6.2409,0.2915,5.9494,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.602938800,6.6740,6.6740,0.0000,0.2072,6.6671,0.2902,6.3769,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.609612800,1.3043,1.3043,0.0000,0.2036,1.1361,0.0682,1.0679,1.5504,16.2719,13.2238,2130.5326,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.610917100,5.1684,5.1684,0.0000,0.0354,5.2319,0.3415,4.8904,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.616085500,6.0197,6.0197,0.0000,0.1035,6.0115,0.1819,5.8296,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.622105200,5.0926,5.0926,0.0000,0.1008,5.1006,0.1586,4.9420,5.3299,17.1381,-3.7795,2143.0250,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.627197800,1.0742,1.0742,0.0000,0.1088,1.0619,0.2526,0.8093,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.628272000,6.1681,6.1681,0.0000,0.0999,6.1778,0.1792,5.9986,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,-1,0,0,Composed: Copy with GPU GDI,2026-8-20 19:21:51.634440100,5.6287,5.6287,0.0000,0.1133,5.6190,0.2500,5.3690,NA,NA,NA,NA,NA,NA,NA
python.exe,31548,0x0,Other,0,0,1,Hardware: Legacy Flip,2026-8-20 19:21:51.640068800,4.2465,4.2465,0.0000,0.1072,4.1871,0.0888,4.0983,4.5044,16.0186,0.8255,2160.9886,NA,NA,NA
